"Transaction No. In Originating","Transaction No.","Security ID - Current","Security Name - Current","Model Portfolio Code","Created Date","Trade Date","Payment Date","Created by User","Business Transaction Code","Elementary Transaction Code","Elementary Transaction Code Name","Settlement Currency Code - Transaction","Net Proceeds PC","Net Proceeds QC","Net Proceeds SC","Settlement Date","Finance Account Name","Nominal","Current Value PC","Current Value QC"
"75377","20171102000169","PD1000000","Corporate Expenses - Private Debt - Canadian","M219999901",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",13762.89,13762.89,13762.89,20171031,"OTH INV EXP FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75377","20171102000169","PD1000000","Corporate Expenses - Private Debt - Canadian","M219999901",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",13762.89,13762.89,13762.89,20171031,"TRNS TAX & OTH FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75377","20171102000169","PD1000000","Corporate Expenses - Private Debt - Canadian","M219999901",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",13762.89,13762.89,13762.89,20171031,"TRNS TAX & OTH FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75376","20171102000157","PD1000314","Corporate Expenses - PCI (VCC)","MPD1000314",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","GBP",20506.77,20506.77,12000.00,20171109,"",0.0000000,0.00,0.00
"75375","20171102000119","FS1000241","EnCap Energy Capital Fund VIII-C, L.P","MFS1000241",20171102,20171114,20171114,"Server job user","GenCost","General Cost","General Cost","USD",2237207.84,1735413.13,1735413.13,20171114,"",0.0000000,0.00,0.00
"75374","20171102000107","PR1000127","Corporate Expenses - Natural Resources (VCC)","MPR1000127",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",5839.86,5839.86,5839.86,20171109,"",0.0000000,0.00,0.00
"75373","20171102000106","FS1000342","Resolute Fund III, L.P.","MFS1000342",20171108,20171103,20171103,"Batch job user","GenCost","General Cost","General Cost","USD",-492392.30,-385555.00,-385555.00,20171103,"",0.0000000,0.00,0.00
"75372","20171102000067","PD1000314","Corporate Expenses - PCI (VCC)","MPD1000314",20171102,20171101,20171101,"Server job user","GenCost","General Cost","General Cost","USD",-35703.28,-35703.28,-28235.10,20171101,"",0.0000000,0.00,0.00
"75369","20171102000063","IN1000043","Corporate Expenses - Infrastructure (Singapore)","MIN1000043",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","USD",128.91,128.91,100.00,20171031,"DUE TO BROKER EM INFRASTRUCTURE",0.0000000,0.00,0.00
"75369","20171102000063","IN1000043","Corporate Expenses - Infrastructure (Singapore)","MIN1000043",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","USD",128.91,128.91,100.00,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75369","20171102000063","IN1000043","Corporate Expenses - Infrastructure (Singapore)","MIN1000043",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","USD",128.91,128.91,100.00,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75369","20171102000063","IN1000043","Corporate Expenses - Infrastructure (Singapore)","MIN1000043",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","USD",128.91,128.91,100.00,20171031,"OTH INV EXP EM INFRASTRUCTURE",0.0000000,0.00,0.00
"75368","20171101063096","PD1000341","WorldStrides LOTL","MPD1000341",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","USD",-5331.52,-4135.85,-4135.85,20171031,"INTEREST RECEIVABLE DIR PRIV DEBT",0.0000000,0.00,0.00
"75368","20171101063096","PD1000341","WorldStrides LOTL","MPD1000341",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","USD",-5331.52,-4135.85,-4135.85,20171031,"INTEREST INC FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"48862525","20171101063089","UNALLOC CAP","Unallocated Capital_Interest - Project Gale","MPDI10052A",20171101,20171031,20171031,"Sajeetha Balendran","Credit","Credit","Credit","CAD",0.00,0.00,0.00,20171031,"UNALLOCATED INTEREST - CAPITAL (Inv. Related)",72996.0700000,94099.23,72996.07
"48862525","20171101063089","UNALLOC CAP","Unallocated Capital_Interest - Project Gale","MPDI10052A",20171101,20171031,20171031,"Sajeetha Balendran","Credit","Credit","Credit","CAD",0.00,0.00,0.00,20171031,"UNALLOCATED INTEREST - CAPITAL (Inv. Related)",72996.0700000,94099.23,72996.07
"48862524","20171101063088","UNALLOC CAP","Unallocated Capital_Interest - Project Gale","MPDI10052A",20171101,20171031,20171031,"Sajeetha Balendran","ChargeCash","Charge","Charge","USD",0.00,0.00,0.00,20171031,"UNALLOCATED INTEREST - CAPITAL (Inv. Related)",72996.0700000,0.00,0.00
"48862524","20171101063088","UNALLOC CAP","Unallocated Capital_Interest - Project Gale","MPDI10052A",20171101,20171031,20171031,"Sajeetha Balendran","ChargeCash","Charge","Charge","USD",0.00,0.00,0.00,20171031,"UNALLOCATED INTEREST - CAPITAL (Inv. Related)",72996.0700000,0.00,0.00
"48862523","20171101063088","UNALLOC CAP","Unallocated Capital_Interest - Project Gale","MPDI10052A",20171101,20171031,20171031,"Sajeetha Balendran","ChargeCash","SettRecv","Settle Receivables","USD",94099.23,72996.07,72996.07,20171031,"UNALLOCATED INTEREST - CAPITAL (Inv. Related)",72996.0700000,94099.23,72996.07
"48862523","20171101063088","UNALLOC CAP","Unallocated Capital_Interest - Project Gale","MPDI10052A",20171101,20171031,20171031,"Sajeetha Balendran","ChargeCash","SettRecv","Settle Receivables","USD",94099.23,72996.07,72996.07,20171031,"DUE FROM BROKER FGN DIR PRIV DEBT",72996.0700000,94099.23,72996.07
"48862524","20171101063088","UNALLOC CAP","Unallocated Capital_Interest - Project Gale","MPDI10052A",20171101,20171031,20171031,"Sajeetha Balendran","ChargeCash","Charge","Charge","USD",0.00,0.00,0.00,20171031,"UNALLOCATED INTEREST - CAPITAL (Inv. Related)",72996.0700000,0.00,0.00
"75366","20171101062810","IN1000068","NorthConnex M3-Intoll Trust (I)","MIN1000066",20171106,20171108,20171108,"Server job user","GenCost","General Cost","General Cost","AUD",8805392.94,9010640.00,9010640.00,20171108,"",0.0000000,0.00,0.00
"75365","20171101062685","PR1000125","Corporate Expenses - Natural Resources","MPR1000125",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",24233.64,24233.64,24233.64,20171109,"",0.0000000,0.00,0.00
"277173","20171101062568","UPL 6.875 1524","UPL 6 7/8 04/15/22","MUPLBLOAN",20171101,20171101,20171103,"Sajeetha Balendran","Sell","Sell","Sell","USD",3948424.74,3062812.50,3062812.50,20171103,"",3000000.0000000,3935130.38,3052500.00
"277164","20171101062562","OSB CN","NORBORD INC","M895996916",20171101,20171101,20171103,"Judy Kim","Sell","Sell","Sell","CAD",2323500.00,2323500.00,2323500.00,20171103,"",50000.0000000,2325000.00,2325000.00
"75363","20171101062534","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",1031.32,1031.32,800.00,20171109,"",0.0000000,0.00,0.00
"75362","20171101062277","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","EUR",6551.44,6551.44,4374.80,20171110,"",0.0000000,0.00,0.00
"75361","20171101062165","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","USD",13207.34,13207.34,10245.00,20171110,"",0.0000000,0.00,0.00
"75360","20171101062039","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",116023.50,116023.50,90000.00,20171109,"",0.0000000,0.00,0.00
"75359","20171101061922","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",338.70,338.70,262.73,20171109,"",0.0000000,0.00,0.00
"75358","20171101061648","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",1323.96,1323.96,1027.00,20171109,"",0.0000000,0.00,0.00
"48860324","20171101061572","PD1000386","Square Capital","MPD1000387",20171101,20171101,20171101,"Katelyn Chow","Sell","Sell","Sell","USD",189572.69,147052.47,147052.47,20171101,"",147791.5500000,175878.19,136429.58
"48860287","20171101061543","PD1000386","Square Capital","MPD1000387",20171101,20171101,20171101,"Katelyn Chow","Buy","Buy","Buy","USD",287167.83,222757.50,222757.50,20171101,"",242173.0000000,287167.83,222757.50
"48860218","20171101061479","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Sell","Sell","Sell","USD",178601.75,138547.63,138547.63,20171031,"DUE FROM BROKER FGN DIR PRIV DEBT",139243.8300000,165702.49,128541.22
"48860218","20171101061479","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Sell","Sell","Sell","USD",178601.75,138547.63,138547.63,20171031,"INTEREST INC FGN DIR PRIV DEBT",139243.8300000,165702.49,128541.22
"48860218","20171101061479","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Sell","Sell","Sell","USD",178601.75,138547.63,138547.63,20171031,"COST OF INVESTMENT FGN DIR PRIV DEBT",139243.8300000,165702.49,128541.22
"48860218","20171101061479","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Sell","Sell","Sell","USD",178601.75,138547.63,138547.63,20171031,"REALIZED CURR GL FGN DIR PRIV DEBT",139243.8300000,165702.49,128541.22
"48860218","20171101061479","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Sell","Sell","Sell","USD",178601.75,138547.63,138547.63,20171031,"REALIZED SECURITY GL FGN DIR PRIV DEBT",139243.8300000,165702.49,128541.22
"48860218","20171101061479","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Sell","Sell","Sell","USD",178601.75,138547.63,138547.63,20171031,"INTEREST RECEIVABLE DIR PRIV DEBT",139243.8300000,165702.49,128541.22
"48860218","20171101061479","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Sell","Sell","Sell","USD",178601.75,138547.63,138547.63,20171031,"TRNS TAX & OTH FGN DIR PRIV DEBT",139243.8300000,165702.49,128541.22
"48860218","20171101061479","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Sell","Sell","Sell","USD",178601.75,138547.63,138547.63,20171031,"DUE FROM BROKER FGN DIR PRIV DEBT",139243.8300000,165702.49,128541.22
"48860169","20171101061434","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Buy","Buy","Buy","USD",485520.18,376635.00,376635.00,20171031,"COST OF INVESTMENT FGN DIR PRIV DEBT",406178.0000000,485520.18,376635.00
"48860169","20171101061434","PD1000386","Square Capital","MPD1000387",20171101,20171031,20171031,"Katelyn Chow","Buy","Buy","Buy","USD",485520.18,376635.00,376635.00,20171031,"DUE TO BROKER FGN DIR PRIV DEBT",406178.0000000,485520.18,376635.00
"75356","20171101061363","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",4622.25,4622.25,4622.25,20171109,"",0.0000000,0.00,0.00
"48860093","20171101061362","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",459695.79,358171.95,358171.95,20171030,"DUE FROM BROKER FGN DIR PRIV DEBT",359971.7700000,426479.27,332291.30
"48860093","20171101061362","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",459695.79,358171.95,358171.95,20171030,"TRNS TAX & OTH FGN DIR PRIV DEBT",359971.7700000,426479.27,332291.30
"48860093","20171101061362","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",459695.79,358171.95,358171.95,20171030,"DUE FROM BROKER FGN DIR PRIV DEBT",359971.7700000,426479.27,332291.30
"48860093","20171101061362","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",459695.79,358171.95,358171.95,20171030,"REALIZED CURR GL FGN DIR PRIV DEBT",359971.7700000,426479.27,332291.30
"48860093","20171101061362","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",459695.79,358171.95,358171.95,20171030,"COST OF INVESTMENT FGN DIR PRIV DEBT",359971.7700000,426479.27,332291.30
"48860093","20171101061362","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",459695.79,358171.95,358171.95,20171030,"INTEREST INC FGN DIR PRIV DEBT",359971.7700000,426479.27,332291.30
"48860093","20171101061362","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",459695.79,358171.95,358171.95,20171030,"INTEREST RECEIVABLE DIR PRIV DEBT",359971.7700000,426479.27,332291.30
"48860093","20171101061362","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",459695.79,358171.95,358171.95,20171030,"REALIZED SECURITY GL FGN DIR PRIV DEBT",359971.7700000,426479.27,332291.30
"48860092","20171101061361","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Buy","Buy","Buy","USD",10444.07,8137.50,8137.50,20171030,"DUE TO BROKER FGN DIR PRIV DEBT",8661.0000000,10444.07,8137.50
"48860092","20171101061361","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Buy","Buy","Buy","USD",10444.07,8137.50,8137.50,20171030,"COST OF INVESTMENT FGN DIR PRIV DEBT",8661.0000000,10444.07,8137.50
"75355","20171101061360","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",16931.82,16931.82,16931.82,20171109,"",0.0000000,0.00,0.00
"48860089","20171101061359","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",282813.20,220353.89,220353.89,20171030,"INTEREST RECEIVABLE DIR PRIV DEBT",221461.0700000,262376.85,204430.91
"48860089","20171101061359","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",282813.20,220353.89,220353.89,20171030,"REALIZED SECURITY GL FGN DIR PRIV DEBT",221461.0700000,262376.85,204430.91
"48860089","20171101061359","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",282813.20,220353.89,220353.89,20171030,"REALIZED CURR GL FGN DIR PRIV DEBT",221461.0700000,262376.85,204430.91
"48860089","20171101061359","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",282813.20,220353.89,220353.89,20171030,"COST OF INVESTMENT FGN DIR PRIV DEBT",221461.0700000,262376.85,204430.91
"48860089","20171101061359","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",282813.20,220353.89,220353.89,20171030,"DUE FROM BROKER FGN DIR PRIV DEBT",221461.0700000,262376.85,204430.91
"48860089","20171101061359","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",282813.20,220353.89,220353.89,20171030,"INTEREST INC FGN DIR PRIV DEBT",221461.0700000,262376.85,204430.91
"48860089","20171101061359","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",282813.20,220353.89,220353.89,20171030,"TRNS TAX & OTH FGN DIR PRIV DEBT",221461.0700000,262376.85,204430.91
"48860089","20171101061359","PD1000386","Square Capital","MPD1000387",20171101,20171030,20171030,"Katelyn Chow","Sell","Sell","Sell","USD",282813.20,220353.89,220353.89,20171030,"DUE FROM BROKER FGN DIR PRIV DEBT",221461.0700000,262376.85,204430.91
"75354","20171101061358","PR1000121","Informatica Corporation","MPR1000121",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",2504.08,1942.43,2504.08,20171109,"",0.0000000,0.00,0.00
"75348","20171101061252","PD1000000","Corporate Expenses - Private Debt - Canadian","M219999901",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",6442.43,6442.43,6442.43,20171031,"DUE TO SUB-INV EXP-CHQ DIR PRIV DEBT",0.0000000,0.00,0.00
"75348","20171101061252","PD1000000","Corporate Expenses - Private Debt - Canadian","M219999901",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",6442.43,6442.43,6442.43,20171031,"OTH INV EXP FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75346","20171101061007","PD1000368","Project President Coinvestments- Expenses","MPDI200046",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",3406.42,2642.48,3406.42,20171031,"DUE TO SUB-INV EXP-CHQ DIR PRIV DEBT",0.0000000,0.00,0.00
"75346","20171101061007","PD1000368","Project President Coinvestments- Expenses","MPDI200046",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",3406.42,2642.48,3406.42,20171031,"OTH INV EXP FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75346","20171101061007","PD1000368","Project President Coinvestments- Expenses","MPDI200046",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",3406.42,2642.48,3406.42,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75346","20171101061007","PD1000368","Project President Coinvestments- Expenses","MPDI200046",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",3406.42,2642.48,3406.42,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75345","20171101061006","PDI100033","Antares Holdings LP","MPDI100033",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",2607.46,2022.70,2607.46,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75345","20171101061006","PDI100033","Antares Holdings LP","MPDI100033",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",2607.46,2022.70,2607.46,20171031,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"75345","20171101061006","PDI100033","Antares Holdings LP","MPDI100033",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",2607.46,2022.70,2607.46,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75345","20171101061006","PDI100033","Antares Holdings LP","MPDI100033",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",2607.46,2022.70,2607.46,20171031,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"75342","20171101060954",".ATUS US","ALTICE USA INC","MPR1000169",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",-790.21,-612.99,-790.21,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75342","20171101060954",".ATUS US","ALTICE USA INC","MPR1000169",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",-790.21,-612.99,-790.21,20171031,"TRNS TAX & OTH FGN PUB EQUITY",0.0000000,0.00,0.00
"75342","20171101060954",".ATUS US","ALTICE USA INC","MPR1000169",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",-790.21,-612.99,-790.21,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75342","20171101060954",".ATUS US","ALTICE USA INC","MPR1000169",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",-790.21,-612.99,-790.21,20171031,"DUE TO SUB-INV EXP-CHQ PUB EQUITY",0.0000000,0.00,0.00
"75341","20171101060953","PR1000113","Corporate Expenses - Principal Investing (CPPIB)","MPR1000113",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",-34.41,-34.41,-34.41,20171031,"DUE TO SUB-INV EXP-CHQ PRIV EQUITY",0.0000000,0.00,0.00
"75341","20171101060953","PR1000113","Corporate Expenses - Principal Investing (CPPIB)","MPR1000113",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",-34.41,-34.41,-34.41,20171031,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"75340","20171101060952","PR1000096","Agricultural Company of America (PHI Transition)","MPR1000096",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",373.47,289.71,373.47,20171031,"DUE TO SUB-INV EXP-CHQ AGRICULTURE FUNDS",0.0000000,0.00,0.00
"75340","20171101060952","PR1000096","Agricultural Company of America (PHI Transition)","MPR1000096",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",373.47,289.71,373.47,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75340","20171101060952","PR1000096","Agricultural Company of America (PHI Transition)","MPR1000096",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",373.47,289.71,373.47,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75340","20171101060952","PR1000096","Agricultural Company of America (PHI Transition)","MPR1000096",20171101,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",373.47,289.71,373.47,20171031,"OTH INV EXP FGN AGRICULTURE FUNDS",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"DIVIDEND INC FGN PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"DUE FROM BROKER FGN PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"DIVIDEND RECEIVABLE PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"DUE FROM BROKER FGN PRIV EQUITY",0.0000000,0.00,0.00
"75338","20171101060755","FS1000182","TPG Partners VI L.P.","M77099A917",20171101,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-5779217.06,-4483141.00,-4483141.00,20171031,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"75336","20171101060733","FS1000592","PAI Europe IV - B6 (Ardian)","MFS1000592",20171108,20171102,20171102,"Batch job user","GenCost","General Cost","General Cost","EUR",-846702.00,-566280.00,-566280.00,20171102,"",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"DIVIDEND INC FGN PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"DUE FROM BROKER FGN PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"DIVIDEND RECEIVABLE PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"COST OF INVESTMENT FGN PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75334","20171101060696","FS1000201","TPG Partners VI L.P. (PIP)","M77099B980",20171102,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-66797.30,-51817.00,-51817.00,20171031,"DUE FROM BROKER FGN PRIV EQUITY",0.0000000,0.00,0.00
